time,open,high,low,close,tick_volume,spread,real_volume
2024-10-08 05:24:00,62449.08,62468.81,62427.13,62467.83,39,1,0
2024-10-08 05:25:00,62467.83,62481.24,62460.87,62474.96,54,1,0
2024-10-08 05:26:00,62474.96,62474.96,62454.0,62454.0,10,1,0
2024-10-08 05:27:00,62454.0,62471.53,62454.0,62456.47,17,1,0
2024-10-08 05:28:00,62456.47,62456.47,62453.95,62453.95,4,1,0
2024-10-08 05:29:00,62453.95,62459.99,62453.95,62457.2,6,1,0
2024-10-08 05:30:00,62457.2,62477.14,62450.13,62472.0,33,1,0
2024-10-08 05:31:00,62472.0,62472.0,62432.0,62432.0,35,1,0
2024-10-08 05:32:00,62432.0,62447.98,62430.0,62430.0,15,1,0
2024-10-08 05:33:00,62430.0,62519.12,62430.0,62487.87,30,1,0
2024-10-08 05:34:00,62487.87,62497.99,62480.0,62492.0,18,1,0
2024-10-08 05:35:00,62492.0,62501.28,62476.0,62479.9,20,1,0
2024-10-08 05:36:00,62479.9,62529.15,62479.9,62526.65,27,1,0
2024-10-08 05:37:00,62526.65,62571.77,62526.65,62570.0,27,1,0
2024-10-08 05:38:00,62570.0,62570.0,62500.0,62500.0,27,1,0
2024-10-08 05:39:00,62500.0,62525.99,62500.0,62525.99,13,1,0
2024-10-08 05:40:00,62525.99,62525.99,62486.0,62486.02,23,1,0
2024-10-08 05:41:00,62486.02,62497.99,62486.02,62497.99,6,1,0
